,Item_Identifier,Outlet_Identifier,Outles_Sales
2947,FDE39,OUT027,1588.2076260230278
2948,DRH49,OUT017,3063.15011022712
2949,FDT46,OUT049,2442.9860178126146
2950,NCF06,OUT035,1772.6388814991149
2951,FDP07,OUT017,2718.306272360226
2952,FDC04,OUT013,2663.6067808075113
2953,FDZ32,OUT017,1672.4603555494662
2954,FDD50,OUT045,1245.8142840518021
2955,FDU56,OUT017,1690.4168408248786
2956,FDV34,OUT017,1373.6340424819161
2957,NCY41,OUT013,697.4658725641001
2958,NCK18,OUT046,3162.153684412639
2959,DRH25,OUT049,2124.136433782619
2960,FDT57,OUT046,3194.603700388903
2961,FDV56,OUT018,4548.283551816963
2962,FDV12,OUT045,2208.667158679198
2963,FDN52,OUT017,213.69722729466866
2964,FDX38,OUT035,4166.460381353814
2965,FDE47,OUT018,2462.114666162958
2966,NCO07,OUT013,437.60343594867504
2967,FDV09,OUT027,2196.4899106336566
2968,FDZ23,OUT019,2492.3688584777456
2969,DRH51,OUT018,1830.556722261567
2970,NCY54,OUT045,870.7713843862756
2971,DRG49,OUT013,1363.425665479106
2972,NCC19,OUT049,3848.659210635028
2973,NCV53,OUT045,2489.3328003560755
2974,FDZ47,OUT019,1397.8256000406334
2975,NCO26,OUT018,3616.343714478764
2976,NCP02,OUT045,2737.861424390579
2977,NCW30,OUT018,-725.3477343504987
2978,NCN55,OUT046,4186.972510364658
2979,FDB20,OUT010,817.6402768952738
2980,DRL11,OUT013,2913.319051424928
2981,DRD60,OUT045,1563.1345042882706
2982,FDW14,OUT010,2156.590802767169
2983,FDL27,OUT010,2805.2953627750767
2984,FDU09,OUT018,2597.0363152108293
2985,DRH36,OUT027,945.4222561985162
2986,FDP34,OUT027,3068.9009588414565
2987,FDE04,OUT017,3571.6296712602534
2988,FDZ57,OUT027,1947.8156239432888
2989,FDF02,OUT010,1902.9814796256767
2990,FDG28,OUT045,2557.321905898766
2991,NCI31,OUT046,1778.7533354448212
2992,FDT43,OUT013,677.5571462065548
2993,FDU20,OUT046,4193.521183344219
2994,FDD53,OUT013,2901.6094155268293
2995,FDW15,OUT045,5581.739599994253
2996,NCT53,OUT045,2143.896255252609
2997,NCG55,OUT027,3354.813478362879
2998,FDD48,OUT035,2487.097427121522
2999,FDG47,OUT049,2958.0707612330284
3000,FDI21,OUT017,3732.9691406289508
3001,FDT27,OUT017,1366.1621155157516
3002,DRO35,OUT013,1516.2501891365364
3003,FDD33,OUT017,2412.317624702084
3004,FDC04,OUT035,1993.3369204847659
3005,FDY34,OUT013,2661.796641513155
3006,DRJ49,OUT049,3878.3062523784974
3007,FDE05,OUT049,2836.5025202927104
3008,FDU31,OUT017,576.8595401993991
3009,NCN19,OUT027,4916.976030298942
3010,FDK56,OUT027,3438.8842486981102
3011,FDK58,OUT017,1552.2427874876785
3012,NCJ42,OUT035,1500.802556086762
3013,FDZ34,OUT027,979.8727694653282
3014,FDA52,OUT018,989.9240708241927
3015,NCR29,OUT013,1684.9221656201435
3016,FDT48,OUT035,1349.4730102275967
3017,DRJ51,OUT019,1580.955950705856
3018,NCS54,OUT046,604.7722627260266
3019,FDV01,OUT035,1120.4788279738207
3020,DRG51,OUT027,1836.0333422865997
3021,NCG42,OUT013,1610.042821408706
3022,FDA51,OUT049,4105.447103465138
3023,FDV19,OUT010,-420.6472684320538
3024,NCT18,OUT045,1640.4493475627414
3025,NCS41,OUT045,340.49986474849834
3026,FDO03,OUT046,1506.8448054619573
3027,FDL12,OUT010,2626.63010395386
3028,FDY37,OUT010,-660.3520568165693
3029,FDI58,OUT049,-1130.340020992221
3030,FDT28,OUT018,998.3172897041811
3031,NCC42,OUT010,4132.484105953322
3032,FDO01,OUT017,3042.626477031011
3033,FDJ02,OUT013,3387.687575732773
3034,FDQ04,OUT018,1273.4859604797593
3035,DRL47,OUT013,1719.2376863054199
3036,FDZ32,OUT035,1471.6117696447393
3037,FDC35,OUT035,1250.9910876714596
3038,FDX14,OUT045,2617.9902403035476
3039,FDZ35,OUT013,-1290.5625230350686
3040,FDL14,OUT013,2146.4467436534633
3041,FDO04,OUT049,23.882697872743393
3042,DRK11,OUT017,3424.047992633814
3043,FDB44,OUT018,1405.8216194337624
3044,FDZ50,OUT049,909.5520756002725
3045,FDI12,OUT027,2722.287116946118
3046,FDU43,OUT017,468.3349693653438
3047,FDD58,OUT010,1162.5187589546724
3048,FDB27,OUT017,2388.0221350842194
3049,FDB04,OUT018,4182.307887482817
3050,NCO17,OUT013,2512.2337466816316
3051,FDL12,OUT017,2737.612886591324
3052,DRJ13,OUT049,4260.962543262873
3053,FDD57,OUT045,-1327.2603801627681
3054,FDW19,OUT035,356.9174108044633
3055,DRD27,OUT018,382.9282304813912
3056,FDH27,OUT027,1354.945396321611
3057,NCW30,OUT027,2915.268864696603
3058,FDR40,OUT018,2093.0954458167025
3059,FDG05,OUT013,1377.3241003807675
3060,NCY41,OUT019,2353.646802489513
3061,FDI38,OUT018,2335.2863188308606
3062,FDR20,OUT046,5412.434978460931
3063,FDE09,OUT017,3148.9500402478952
3064,FDN50,OUT019,1613.5047196759406
3065,DRF27,OUT045,2132.9539000276736
3066,DRF51,OUT013,1232.205882233417
3067,NCO02,OUT019,2408.3272486267524
3068,FDB51,OUT027,1013.0023808255107
3069,FDJ50,OUT013,3425.0626045678364
3070,FDN52,OUT013,1841.163083268672
3071,FDX14,OUT013,2893.643598470443
3072,FDT27,OUT019,1622.375837839171
3073,FDV10,OUT013,3735.124085058248
3074,FDU33,OUT046,1523.0620196393477
3075,FDU58,OUT046,3688.8577138761607
3076,NCP42,OUT027,-369.27848844832215
3077,FDL51,OUT027,1838.7234314628563
3078,DRH15,OUT027,2789.240453285956
3079,FDU16,OUT017,936.9210449016286
3080,FDW15,OUT017,3144.155481726101
3081,FDQ44,OUT045,2969.6979909115116
3082,NCI06,OUT027,1086.9588315294861
3083,DRK23,OUT019,3000.5722526043364
3084,FDC28,OUT035,1167.7961632553502
3085,NCY17,OUT019,588.7358692623532
3086,NCV05,OUT018,-130.26840297295985
3087,FDM34,OUT019,4040.389470767731
3088,DRD60,OUT027,1340.3485837341354
3089,FDT38,OUT046,2692.544031063665
3090,FDQ57,OUT018,3719.532061710439
3091,FDE59,OUT027,2995.3068228028073
3092,NCM43,OUT046,4132.992761367912
3093,DRI51,OUT049,3864.642152292475
3094,NCG30,OUT017,3706.916226781934
3095,NCK54,OUT035,858.7211312689915
3096,FDQ16,OUT019,2814.33034863438
3097,FDI36,OUT013,2594.408138010046
3098,FDX16,OUT027,5654.798126081767
3099,FDA34,OUT046,2068.891755926556
3100,FDJ48,OUT018,-170.2031402089799
3101,FDU47,OUT035,1583.9330572121794
3102,FDS39,OUT046,809.1032480422831
3103,FDD11,OUT046,2764.292650824486
3104,FDM16,OUT027,-1345.6609696742871
3105,FDU56,OUT018,107.55905903911002
3106,FDQ32,OUT017,1737.2270784421708
3107,DRK35,OUT013,3425.6130765158837
3108,FDA58,OUT049,-517.4376730814638
3109,DRG48,OUT019,668.6892006216375
3110,FDT59,OUT010,3935.896816307583
3111,FDQ31,OUT019,2374.0717290742036
3112,FDS51,OUT018,1680.0263351415692
3113,FDW32,OUT027,-332.98070203060524
3114,FDI15,OUT027,1722.0508633615816
3115,NCV30,OUT017,1126.6223158170756
3116,DRG25,OUT049,1544.9950403895969
3117,FDT02,OUT013,1832.9314092670152
3118,FDO33,OUT027,3115.677115756819
3119,FDP38,OUT035,659.8129091841638
3120,FDZ45,OUT035,2534.825259746881
3121,NCA54,OUT027,2896.913519099022
3122,FDU33,OUT017,3149.5132894368753
3123,FDN58,OUT017,1817.709605305548
3124,FDI05,OUT045,1400.1547314063725
3125,FDM57,OUT019,2551.4396194751225
3126,NCS42,OUT027,3199.6525555268804
3127,FDB57,OUT045,1914.1753694154806
3128,FDC03,OUT045,4480.731855095957
3129,FDZ58,OUT013,3053.5500723614637
3130,NCK29,OUT045,2350.6936525723777
3131,NCR53,OUT045,1682.3132359933352
3132,FDE26,OUT027,2395.486358658858
3133,FDU52,OUT049,2355.4161668482966
3134,FDE41,OUT027,2335.455614733694
3135,FDU38,OUT018,3716.2472873177962
3136,FDA52,OUT017,2965.861693651431
3137,FDW46,OUT046,3338.2835050365115
3138,DRI59,OUT035,1991.8486054396062
3139,FDT38,OUT035,1800.7811732510297
3140,FDL33,OUT018,294.2996989652686
3141,FDQ01,OUT027,1540.0172915561602
3142,FDJ08,OUT046,2828.1025133974467
3143,FDQ47,OUT049,2155.010449136297
3144,NCZ18,OUT013,2687.5236431339563
3145,FDE29,OUT017,1335.1028345886732
3146,FDF10,OUT027,522.9646661086583
3147,FDC48,OUT049,673.680110955777
3148,FDY58,OUT013,2593.4961610510054
3149,NCX30,OUT010,1760.0929538320943
3150,FDV11,OUT013,1210.9380901339632
3151,FDT46,OUT046,3033.0317800646358
3152,DRD01,OUT019,2206.3739216671192
3153,FDQ11,OUT013,3438.9697016816826
3154,NCM41,OUT017,4509.414525733544
3155,NCC55,OUT013,3431.8101675312173
3156,FDG45,OUT027,3400.8682656608344
3157,NCQ54,OUT049,-122.53669263533357
3158,FDM34,OUT045,4187.696147985818
3159,FDD17,OUT019,2778.717806556425
3160,FDN38,OUT027,2764.86145513686
3161,FDB53,OUT018,1754.0732174437571
3162,NCL06,OUT035,681.0913604782284
3163,NCV18,OUT019,-890.8631996875636
3164,FDX25,OUT013,1739.3434672490055
3165,FDB39,OUT046,3259.0624107793933
3166,FDC33,OUT049,3347.1086088015427
3167,NCO14,OUT018,3511.86785342872
3168,FDA58,OUT027,2087.3991916736886
3169,NCQ02,OUT017,1590.1693914530144
3170,NCR53,OUT017,1555.1639977634081
3171,FDN52,OUT046,-1197.683790765595
3172,FDG26,OUT046,1823.7609122538086
3173,FDE23,OUT027,1506.341577572972
3174,DRI37,OUT013,2886.085136816472
3175,DRH37,OUT018,3081.3410051198466
3176,FDO01,OUT035,1968.979585764446
3177,FDK45,OUT049,4048.514948045665
3178,FDP23,OUT049,934.801326654945
3179,FDM33,OUT035,2103.9018828968187
3180,FDD36,OUT017,1559.1137681058556
3181,FDL56,OUT017,2360.3544080178044
3182,FDT27,OUT010,1473.964725257985
3183,FDG52,OUT017,4059.739400408048
3184,NCL42,OUT035,3988.682714679613
3185,DRJ24,OUT046,2567.560283024387
3186,FDV38,OUT046,915.3370460899903
3187,FDT35,OUT045,3220.7168915544917
3188,FDY51,OUT045,1201.8894339837457
3189,FDC37,OUT017,1843.3822570977736
3190,NCP43,OUT013,3123.3028559123595
3191,FDO33,OUT045,3693.474949702705
3192,FDW04,OUT018,1192.1503784515528
3193,NCC31,OUT046,3595.2104973304636
3194,FDK22,OUT049,1639.5810333668928
3195,FDJ50,OUT017,1722.888916067755
3196,FDV13,OUT017,2473.23323238835
3197,DRL60,OUT017,4662.379073971799
3198,FDW03,OUT017,3640.4617677970386
3199,FDY27,OUT035,3047.8222795324323
3200,FDB39,OUT027,4081.5385147419265
3201,FDU59,OUT045,2963.323240059376
3202,FDZ57,OUT049,642.724016242091
3203,FDO21,OUT049,3104.129052569024
3204,FDS43,OUT018,-1007.7624599257697
3205,FDU28,OUT010,1087.4255726816873
3206,FDC51,OUT010,1517.0103830453452
3207,FDW16,OUT010,1517.6942229400127
3208,FDP32,OUT010,3100.1305141910984
3209,FDB60,OUT019,2253.0103835478058
3210,NCQ30,OUT046,3030.245086396315
3211,FDD26,OUT049,1832.7645952801047
3212,FDI44,OUT045,550.5837695955171
3213,DRH23,OUT046,4773.478899510277
3214,FDO44,OUT046,1410.0026631027708
3215,FDG04,OUT046,3451.253865091861
3216,FDM32,OUT027,-1000.6288070850428
3217,FDM09,OUT013,2789.834708352173
3218,FDZ47,OUT013,2698.363374857865
3219,FDM40,OUT027,1241.8515781002488
3220,FDY48,OUT017,1972.2859485413915
3221,NCM30,OUT045,2496.1954648743526
3222,FDX36,OUT010,1427.426286250272
3223,DRF03,OUT017,3265.802988695932
3224,FDN51,OUT049,627.3119636203166
3225,FDM57,OUT049,3563.1037650141457
3226,FDB35,OUT049,2898.8520229446276
3227,FDY13,OUT027,1973.6489012855848
3228,FDA37,OUT017,1718.8053690581685
3229,NCX53,OUT017,2398.733657494314
3230,FDD59,OUT018,1744.6940722100012
3231,FDX10,OUT019,3847.2603313167765
3232,FDC03,OUT018,1999.477551498935
3233,FDW43,OUT035,1643.6172213372336
3234,FDW10,OUT046,3875.9559099910625
3235,FDY14,OUT027,787.538077430977
3236,FDV43,OUT045,1389.9291972659373
3237,FDO40,OUT013,4551.783412335999
3238,FDP46,OUT027,3565.9156928169136
3239,NCE43,OUT019,3259.345057016695
3240,FDD05,OUT035,1402.5807836267463
3241,FDJ60,OUT010,3055.1150324944165
3242,DRE27,OUT018,1337.0488689336285
3243,FDO11,OUT035,1000.6278548229217
3244,DRG11,OUT027,1672.7437278378231
3245,FDK33,OUT010,3325.71699129343
3246,DRM23,OUT045,3587.0628340567464
3247,FDJ02,OUT027,-1073.1604253173468
3248,NCZ05,OUT045,4206.647284234903
3249,NCL30,OUT013,2825.718905801023
3250,FDZ19,OUT018,897.0356777629098
3251,FDM45,OUT049,2297.1990682451874
3252,FDO36,OUT046,-498.0533457299639
3253,NCK31,OUT045,1974.3726089289867
3254,DRJ37,OUT045,2696.3541955923383
3255,FDP24,OUT018,3461.8861124813607
3256,FDF46,OUT013,3320.0267855801217
3257,FDX46,OUT019,2091.526261330739
3258,NCL18,OUT045,305.42403818322623
3259,FDJ26,OUT013,917.5681525975529
3260,FDJ07,OUT045,2535.603281357801
3261,FDY15,OUT013,1222.4138417571226
3262,DRG01,OUT045,1291.591158063771
3263,FDF58,OUT045,3907.5400444886764
3264,FDZ14,OUT019,1926.0390792531507
3265,FDP31,OUT049,3815.753329226184
3266,FDH45,OUT013,3412.0253268554766
3267,FDA09,OUT010,3063.5590375076968
3268,FDW31,OUT035,2786.10701940489
3269,FDA57,OUT046,651.3046548564082
3270,NCE55,OUT035,2054.522824025597
3271,FDC17,OUT019,61.83195017201433
3272,FDC59,OUT013,2980.2896993671498
3273,FDA22,OUT013,-580.584821511989
3274,FDK52,OUT035,1348.2398564740322
3275,NCM26,OUT046,675.843201095481
3276,NCT53,OUT035,-191.76737006077178
3277,FDW45,OUT018,4674.197465023062
3278,NCI18,OUT035,3705.9467219386147
3279,FDE38,OUT018,2001.8524817182
3280,FDF08,OUT019,4062.561824260892
3281,FDY58,OUT010,2889.3340333700203
3282,FDF58,OUT019,2619.1566946270395
3283,FDX39,OUT017,-903.0578331135439
3284,FDB44,OUT049,1676.8504837489204
3285,FDF28,OUT013,1035.5927674890138
3286,FDE39,OUT013,5516.985444650465
3287,FDT37,OUT018,2858.8260788449393
3288,FDZ45,OUT017,2105.438144493758
3289,FDO40,OUT035,3708.6592199619986
3290,FDM57,OUT027,1963.3648542246706
3291,DRG36,OUT017,2508.1343674639147
3292,FDY36,OUT010,2092.365594190641
3293,DRL60,OUT027,7.515738814467568
3294,FDS25,OUT019,2759.823014356395
3295,DRF49,OUT027,749.6787521971626
3296,FDP16,OUT045,686.0582907153893
3297,FDS60,OUT049,3604.9596004442715
3298,FDU15,OUT027,3778.3213671289845
3299,FDK43,OUT046,4183.061146791857
3300,FDN25,OUT046,1218.3643127123896
3301,FDE53,OUT049,-1083.0796449755615
3302,FDB22,OUT013,1188.2462927018712
3303,FDE39,OUT017,2679.9670062657106
3304,FDX35,OUT035,1901.2652217295683
3305,NCG54,OUT049,2018.7268950655832
3306,FDH27,OUT035,3385.909966602317
3307,NCK42,OUT013,2758.032348036971
3308,FDS25,OUT049,3616.2252878548934
3309,FDI10,OUT018,1972.9055227123863
3310,FDU35,OUT035,2433.298544039647
3311,FDI04,OUT017,3516.3031941423083
3312,DRK23,OUT035,2201.5484622518334
3313,FDB53,OUT019,4249.115713344585
3314,FDY02,OUT049,3782.1909620269685
3315,FDM60,OUT035,3067.952302493034
3316,NCJ31,OUT010,1793.8704572653949
3317,DRP35,OUT017,969.3956704820888
3318,NCQ30,OUT018,2155.6873761192255
3319,DRL11,OUT010,2081.134225086666
3320,FDU01,OUT013,3398.743923077389
3321,FDR39,OUT035,3991.6785552008455
3322,FDO08,OUT046,2357.990935381774
3323,FDC02,OUT045,5485.370086017618
3324,NCZ29,OUT035,4044.1895669867667
3325,FDF29,OUT010,1670.6917560055897
3326,FDZ23,OUT017,2937.653522147464
3327,NCU53,OUT018,1792.8513889379465
3328,NCW30,OUT013,3747.5509965605897
3329,NCM26,OUT027,492.37335151463776
3330,FDV50,OUT027,2004.2048233699252
3331,FDW15,OUT049,1424.6593538324455
3332,FDI35,OUT027,2467.3121712874745
3333,FDO11,OUT017,2248.409623809244
3334,FDN48,OUT046,2045.3227225309731
3335,NCA17,OUT049,3608.116531225038
3336,NCN54,OUT013,1355.4424907498117
3337,FDP22,OUT013,2385.6460881504113
3338,NCB54,OUT035,2429.4669349289165
3339,FDD08,OUT045,1094.6570414437647
3340,DRM48,OUT010,802.2988893219059
3341,FDG41,OUT027,-897.8579587435054
3342,FDE44,OUT027,1487.4539720653863
3343,FDE26,OUT035,1671.6588026851305
3344,NCS38,OUT013,2878.5746032129614
3345,NCJ54,OUT018,1739.8568454044355
3346,FDI40,OUT019,1812.4039645056869
3347,FDN45,OUT018,-200.89342875385137
3348,FDU43,OUT046,1401.7342397430969
3349,FDI04,OUT010,1468.4460899444416
3350,NCC07,OUT018,1849.228515805082
3351,NCC07,OUT019,2779.545164534879
3352,NCD18,OUT045,1653.3528708050605
3353,FDU55,OUT035,416.31067153508513
3354,FDX59,OUT035,-87.24522631364403
3355,FDR52,OUT049,2668.692329070222
3356,NCP17,OUT013,2367.9064328791
3357,FDQ32,OUT045,2065.2273016075833
3358,NCT17,OUT049,1805.0723496305563
3359,FDO10,OUT049,947.5138827149469
3360,FDE32,OUT049,1968.1654696200687
3361,FDN44,OUT045,2846.1344489970297
3362,FDH02,OUT035,1862.4796857132937
3363,FDK60,OUT013,3429.0980363312224
3364,FDS24,OUT019,2122.3335644373055
3365,FDL03,OUT010,2554.58368538056
3366,FDB46,OUT027,2977.297494792084
3367,FDO48,OUT049,1079.1877589536825
3368,FDZ39,OUT049,2119.821702265572
3369,FDT02,OUT027,734.3796543144867
3370,FDC50,OUT013,910.3933162314142
3371,FDP39,OUT035,1707.2445826665146
3372,DRG15,OUT018,3832.923823555856
3373,FDP10,OUT018,707.1124112368042
3374,FDF53,OUT027,2589.0407427414684
3375,FDN34,OUT045,876.3839331099387
3376,FDK02,OUT045,3117.1704241649422
3377,FDC23,OUT045,2436.2688634568194
3378,FDJ10,OUT019,1879.3686220374182
3379,FDE53,OUT035,885.5175206983769
3380,FDR25,OUT035,1004.1410660866319
3381,FDW50,OUT046,2386.8045471859714
3382,FDS09,OUT049,1773.1462022907958
3383,FDW49,OUT010,785.7811505740684
3384,FDU51,OUT046,686.4992300153751
3385,FDF28,OUT018,2097.248131353197
3386,NCY30,OUT018,4196.593445351127
3387,FDD44,OUT045,1327.1980556652027
3388,FDX09,OUT017,2764.8653930758983
3389,NCF30,OUT013,-1022.4504221989582
3390,FDZ50,OUT019,96.30352705462451
3391,FDW37,OUT013,1977.89337763512
3392,FDD11,OUT049,817.1459720076401
3393,DRH39,OUT018,3036.3230981260754
3394,FDA36,OUT049,778.6793490166868
3395,NCG43,OUT049,4333.103943573356
3396,FDF02,OUT035,1982.753306677921
3397,FDP57,OUT027,3998.887150926772
3398,NCE42,OUT017,-1142.6766864149315
3399,NCR38,OUT027,-435.5073231100391
3400,FDP03,OUT019,3004.086431552048
3401,FDO51,OUT035,1747.968666459948
3402,NCQ42,OUT046,2089.5048193946386
3403,NCM41,OUT046,4130.952677408963
3404,FDH48,OUT027,4568.160712346196
3405,DRF60,OUT046,1002.3829413033918
3406,FDJ27,OUT035,1822.44655249469
3407,FDQ14,OUT013,4854.449481353242
3408,FDN27,OUT017,-1347.5070518788511
3409,NCQ02,OUT046,2111.5918904515333
3410,FDJ33,OUT049,4151.9172317874945
3411,FDP07,OUT027,1308.8809545793983
3412,DRE01,OUT049,977.0587246073483
3413,FDU36,OUT045,2342.1937580969147
3414,FDL28,OUT017,3409.7381386916572
3415,NCX53,OUT046,2090.4024701567882
3416,FDZ39,OUT013,4309.94499987278
3417,NCP42,OUT013,441.2725755913568
3418,FDJ14,OUT035,821.1479238755297
3419,FDK04,OUT049,1030.5325525086078
3420,NCC19,OUT017,2936.239902709946
3421,FDS09,OUT018,3070.286321857342
3422,FDZ02,OUT046,1996.7574889712807
3423,FDD35,OUT018,3925.8130616714375
3424,NCY42,OUT017,2814.505879653797
3425,FDB05,OUT045,2342.6378151097497
3426,FDF20,OUT035,2598.6078287044675
3427,NCO41,OUT018,3068.8103279908282
3428,FDC40,OUT027,950.7546690329298
3429,FDV58,OUT045,4230.030587056655
3430,FDZ57,OUT045,1412.4706386027501
3431,DRM35,OUT046,868.2529593687641
3432,DRN36,OUT018,-478.287193542624
3433,FDQ13,OUT046,2221.2766688659167
3434,DRO35,OUT010,2637.0485699978467
3435,NCD43,OUT035,2998.7495298037375
3436,FDA51,OUT018,4166.143243885847
3437,NCX17,OUT027,2863.5317331513343
3438,NCZ17,OUT049,1968.3321468392066
3439,FDR11,OUT027,1316.2331362558111
3440,FDW34,OUT049,143.25590325713256
3441,FDN50,OUT017,1982.7207469228433
3442,FDS09,OUT046,1518.1980128722853
3443,FDS48,OUT018,936.4469359813231
3444,FDL44,OUT049,1473.274451669485
3445,DRF48,OUT018,4029.597856695431
3446,FDA14,OUT018,2675.632775275986
3447,NCD30,OUT049,1732.7342573737412
3448,FDI16,OUT017,2084.6068370700846
3449,NCG06,OUT035,2621.1747838499937
3450,DRZ24,OUT035,1762.4666573875313
3451,NCS17,OUT045,2611.392564180478
3452,FDB37,OUT045,2520.8109417710157
3453,FDE10,OUT035,3159.6514111051124
3454,FDC57,OUT045,2919.399974801996
3455,FDM12,OUT018,2659.000268385985
3456,FDE24,OUT049,4120.1619531786655
3457,FDW22,OUT045,2531.2066827576114
3458,DRD01,OUT027,1742.640910086782
3459,NCZ18,OUT027,690.1959110990425
3460,FDN49,OUT045,3977.9644619978585
3461,FDR22,OUT035,4083.075520934111
3462,FDV08,OUT019,2575.8812895565293
3463,FDY39,OUT046,1921.891273945081
3464,FDV36,OUT049,3721.215475383974
3465,FDO60,OUT045,3061.12277716106
3466,FDU04,OUT027,2207.280859005221
3467,FDR20,OUT027,1004.724080826327
3468,FDW19,OUT019,2005.6510757007907
3469,FDU40,OUT049,382.5612599533796
3470,FDK15,OUT045,2529.2821967944656
3471,DRF15,OUT035,1565.6981001601896
3472,FDQ25,OUT017,1916.1824900782688
3473,FDI48,OUT019,1588.3315664140544
3474,FDS49,OUT046,58.45276237633993
3475,FDV22,OUT046,3728.2838401638737
3476,NCV42,OUT046,3117.465606631571
3477,FDX26,OUT046,3108.6494782123827
3478,FDI33,OUT018,1947.1732381522825
3479,FDZ14,OUT049,708.3036725450115
3480,FDG10,OUT013,1835.4353688277472
3481,FDM38,OUT018,2405.3502256504016
3482,FDG26,OUT027,4056.2485843009267
3483,FDH46,OUT035,-57.846414049638724
3484,FDN13,OUT018,517.2919600539503
3485,FDU57,OUT035,829.8016168559124
3486,NCI06,OUT046,3012.200953067266
3487,FDM38,OUT045,1621.9786973719756
3488,NCG42,OUT010,-238.24469870760163
3489,FDL39,OUT045,1916.821827701432
3490,FDT31,OUT019,3906.236388847033
3491,FDV59,OUT013,3064.852863987897
3492,FDB49,OUT035,2420.520605190102
3493,FDD58,OUT049,1455.739022546988
3494,DRN59,OUT046,4058.9209646589325
3495,FDX48,OUT049,2864.5534649040915
3496,FDQ11,OUT049,3904.721278382534
3497,FDY12,OUT049,1608.2079947551795
3498,FDQ11,OUT045,4163.133615822595
3499,DRI11,OUT017,1756.0438504393294
3500,FDY32,OUT027,611.6085562347788
3501,FDS51,OUT045,3904.249540436235
3502,FDR19,OUT010,1036.735288106729
3503,DRB13,OUT018,3482.1304462097387
3504,FDS21,OUT035,3730.7120331632123
3505,FDQ40,OUT045,2559.503947790532
3506,NCE55,OUT013,1803.4914897320855
3507,FDX43,OUT027,440.8163536088366
3508,FDS12,OUT049,3794.3663973481944
3509,DRK01,OUT027,3331.779628633259
3510,FDN25,OUT017,825.1199254118555
3511,FDB60,OUT046,-536.3464365924731
3512,FDQ13,OUT017,2061.8599095515315
3513,DRK13,OUT045,1957.7844573172658
3514,DRF25,OUT018,1370.906153565127
3515,NCD42,OUT019,3337.130202048161
3516,FDW25,OUT045,4478.455165149764
3517,NCV29,OUT027,869.8834277569381
3518,NCK42,OUT035,4231.462314551178
3519,DRJ13,OUT027,1850.6766118341816
3520,DRD15,OUT017,1810.2377317051241
3521,FDM27,OUT045,4242.712192022635
3522,FDZ50,OUT018,3125.685465768487
3523,FDC04,OUT046,1479.6994582243271
3524,FDF50,OUT049,1749.441760870005
3525,FDP15,OUT045,947.8024450418511
3526,FDK46,OUT035,967.1687217678386
3527,FDZ56,OUT018,699.5332984521203
3528,FDY60,OUT049,2999.2303599575207
3529,FDB10,OUT035,4049.980792487933
3530,FDR57,OUT045,1718.2741225133536
3531,FDU58,OUT049,4012.8857774164712
3532,FDH02,OUT046,1333.2748976984003
3533,FDP48,OUT013,1334.8132193353924
3534,FDI46,OUT035,3202.6459511623048
3535,FDW56,OUT013,3378.0236705363927
3536,NCM19,OUT010,3269.772518055327
3537,FDS50,OUT027,-145.95520039202688
3538,FDK24,OUT013,834.1794863339059
3539,FDO36,OUT017,2071.3395638362304
3540,FDK45,OUT027,-1033.6474541565547
3541,NCL05,OUT045,2691.6610819433918
3542,FDL32,OUT018,3830.909173515226
3543,FDA28,OUT049,3869.953684070412
3544,FDY36,OUT018,3658.4131990714313
3545,FDP32,OUT018,1085.8012797392144
3546,FDL50,OUT046,2057.741216906261
3547,DRC24,OUT049,1850.0433978751191
3548,NCS18,OUT017,2174.1727758117254
3549,FDD16,OUT017,1796.8363710278684
3550,NCV18,OUT013,4317.834837434693
3551,FDX07,OUT046,959.4458257142962
3552,NCZ05,OUT027,4576.095871871793
3553,NCI31,OUT013,1974.9384858017677
3554,FDK14,OUT049,2896.391871852716
3555,NCR06,OUT045,2497.15535834995
3556,NCF54,OUT049,-238.0302785875665
3557,DRG23,OUT010,1883.829530851276
3558,FDD53,OUT046,2359.451018878257
3559,NCM31,OUT027,463.68682388975174
3560,FDT16,OUT017,2874.3749128075615
3561,FDR40,OUT035,2719.8502220262353
3562,DRG25,OUT017,2017.612925907343
3563,FDT10,OUT035,977.2109027009069
3564,FDY32,OUT013,3315.4121436007476
3565,FDN50,OUT035,767.094462406089
3566,FDZ35,OUT019,2447.0308140448124
3567,NCP54,OUT045,3292.008443512073
3568,NCD07,OUT035,664.1699900116057
3569,FDS02,OUT018,1547.8950017074567
3570,DRN59,OUT018,2125.5387625311278
3571,DRB24,OUT013,3044.867238396101
3572,FDP37,OUT027,2423.9873833939632
3573,DRB01,OUT018,2505.1455965727614
3574,FDR47,OUT046,2802.9721012252803
3575,NCM31,OUT010,1904.8511598302346
3576,NCF06,OUT027,4455.399515164494
3577,NCV17,OUT027,3795.8378790767993
3578,FDS10,OUT049,2302.573097922929
3579,FDN52,OUT035,675.6911562880754
3580,FDZ48,OUT013,3733.718603007955
3581,FDJ48,OUT049,1803.4848243140111
3582,DRB13,OUT027,752.4380694659733
3583,FDV59,OUT017,3191.222439896197
3584,FDL32,OUT035,3567.6256683952097
3585,FDZ12,OUT035,2868.264804742131
3586,NCR06,OUT027,555.771575809119
3587,FDP51,OUT017,1316.6610425957656
3588,FDY22,OUT013,1719.785845660974
3589,FDZ38,OUT049,372.1671934882984
3590,NCO54,OUT035,3226.2109764552597
3591,FDR23,OUT035,850.135515617294
